Word,IDF
ноябрь,1.283997
разгон,1.769551
automobilindustrie,1.886057
прежний,1.69897
ручной,2.39794
добавлять,1.420216
положение,1.481486
дешевый,1.823909
уильямс,1.537602
хотя,1.408935
коэффициент,2.69897
cie,1.853872
доступ,2.221849
коммерческий,1.853872
обочина,2.69897
вначале,2.221849
немногий,2.69897
мощь,2.69897
затруднять,2.154902
позади,1.619789
matthias,1.886057
сводиться,2.69897
турбодвигатель,1.823909
зрение,1.920819
левый,2.0
расход,1.638272
нагревать,2.39794
положительный,2.522879
крылышко,2.522879
исследование,1.853872
рычаг,2.30103
весомый,2.69897
тянуть,2.69897
показатель,1.721246
cart,2.522879
проверка,1.420216
verlag,1.853872
асимметричный,3.0
пересматривать,1.744727
предпосылка,2.522879
налево,2.69897
снабжаться,2.69897
werner,1.823909
стараться,2.221849
рекордно,2.522879
основной,1.30103
испорченный,2.69897
открытый,1.443697
среднемоторный,1.853872
эшли,2.69897
mercedes,1.366532
более-менее,2.69897
впоследствии,1.585027
вспышка,2.522879
итог,1.408935
смутный,3.0
настройка,1.657577
относиться,1.522879
невозможность,1.886057
загруженность,3.0
исторический,1.638272
ныне,1.744727
повод,2.0
представление,2.39794
накладывать,1.920819
полуавтоматический,1.886057
grandprixhistory,1.920819
область,1.853872
авиация,2.154902
турбокомпрессорный,3.0
революция,2.154902
arttech,3.0
твердый,2.30103
lombard,1.455932
временный,2.09691
chapparal,2.69897
невозмущенный,3.0
набегать,2.522879
строго,2.39794
гг,1.721246
способ,1.886057
согласно,1.431798
пятидесятый,2.69897
частность,1.455932
olympic,2.69897
взлетать,2.522879
крепиться,2.522879
весьма,1.721246
совершенство,2.522879
ненадежный,2.522879
поршневой,2.522879
опасный,1.69897
прогресс,1.69897
порождать,1.823909
lola,1.79588
полутруб,3.0
push,3.0
евроформула,3.0
превосходить,1.677781
реализовать,2.30103
информация,1.275724
механический,1.657577
просто,1.585027
обтекаемость,3.0
развитие,1.568636
родстер,2.69897
давать,1.376751
рассчитать,1.886057
прощание,1.886057
aiacr,3.0
десятилетие,1.744727
видимость,2.221849
гладкий,1.853872
следовательно,2.522879
разработка,1.638272
смесь,2.09691
немой,1.585027
сплошь,3.0
вдохновлять,3.0
выделяться,2.154902
заградительный,3.0
трек,1.721246
холм,2.39794
single,2.69897
жесткий,1.69897
распространенный,2.69897
indy,3.0
справляться,2.39794
требование,1.443697
управление,1.481486
сидеть,1.744727
качество,1.455932
маломощный,2.69897
перевертываться,2.69897
траектория,2.045757
кручение,3.0
приостанавливать,1.769551
оглядка,3.0
двигаться,1.677781
разрешаться,1.677781
вертикальный,2.39794
обеспечиваться,2.522879
длина,1.657577
продемонстрировать,2.69897
принцип,1.619789
этанол,3.0
воздушный,1.585027
картина,2.39794
нашествие,2.69897
лететь,3.0
ограждение,1.769551
верхний,2.09691
весь,1.387216
обиход,2.69897
предприниматься,2.522879
механизация,3.0
современный,1.568636
списывать,3.0
путем,1.537602
эластичный,3.0
изменение,1.267606
вариант,1.585027
дуга,1.853872
прорыв,2.30103
рекомендация,1.508638
сергей,1.721246
цена,1.744727
антикрыло,1.60206
препятствие,2.154902
повышение,1.585027
полагать,1.69897
половина,1.431798
участвующий,2.39794
приспособление,1.886057
рекуперация,1.886057
сопротивление,2.0
вибрация,2.69897
закрывать,1.920819
россия,1.619789
тяжесть,1.853872
цель,1.420216
нос,2.154902
преимущество,1.522879
различный,1.387216
опытный,1.387216
алкогольный,3.0
престижный,1.721246
cummins,3.0
исключительно,1.769551
rumpler,3.0
тормозной,1.886057
руководитель,1.49485
охлаждение,1.619789
встречаться,1.60206
гарев,3.0
форма,1.638272
завихрение,3.0
точка,1.552842
пилотирование,2.39794
углепластиковый,1.886057
руль,1.408935
борт,2.39794
кабина,1.79588
рано,1.585027
автоспорт,1.431798
sport,1.853872
вопрос,1.552842
документ,1.657577
индикарь,3.0
парнелли,3.0
прямо,2.09691
работать,1.49485
повсеместно,2.522879
перспективный,2.522879
продажа,1.79588
сразу,1.638272
грунтовый,2.522879
wec,2.69897
заубер,1.537602
библиографический,1.537602
русый,1.49485
никольс,3.0
соглашение,1.568636
wins,2.69897
падди,2.522879
альпина,1.721246
смирнов,2.69897
smolyar,3.0
scout,2.69897
зак,2.69897
test,2.522879
сторона,1.455932
амер,2.69897
выступление,1.508638
потребовать,1.677781
цвет,1.420216
льюис,1.508638
согласие,1.744727
заниматься,1.60206
handing,3.0
причем,2.0
резервный,1.958607
субботний,1.823909
confirms,2.69897
соч,3.0
хюлькенберг,1.677781
programme,2.522879
ки,2.30103
junior,2.221849
садиться,2.39794
каталог,1.537602
муда,3.0
peroni,3.0
бахрейн,1.481486
line,2.30103
barcelona,3.0
alex,2.69897
points,2.39794
challenge,2.39794
наставник,3.0
награда,1.823909
дмитрий,1.920819
поэтому,1.508638
driver,2.09691
great,2.522879
knew,2.69897
peter,2.39794
young,3.0
gtr,3.0
деннис,2.39794
cik,2.69897
woollard,3.0
sticks,3.0
антонелли,1.744727
гарантировать,1.744727
каталунья,2.221849
фернандо,1.443697
рон,2.154902
сделать,1.39794
оутля,3.0
персонал,1.60206
спортивный,1.283997
pulls,3.0
майкл,2.221849
how,2.221849
берман,1.79588
авс,1.619789
медиафайл,1.420216
лиам,1.744727
team,1.431798
bwt,2.69897
bahrain,2.30103
мик,2.30103
сетт,2.69897
австралия,1.387216
database,2.221849
what,1.721246
син,1.79588
its,2.39794
гаснуть,1.568636
действующий,1.585027
пресс-релиз,3.0
ясм,3.0
support,1.853872
win,2.30103
exclusive,3.0
dieter,3.0
дуэн,1.769551
предшественник,1.769551
хант,2.045757
sixth,3.0
with,1.60206
аз,1.886057
спортсмен,1.677781
mitchell,2.69897
британский,1.522879
gnd,1.60206
nichol,3.0
строка,1.69897
comeback,2.69897
александр,1.585027
world,1.455932
выпускать,1.638272
and,1.431798
as,1.638272
autosport,1.677781
сенна,1.49485
заканчивать,1.522879
rencken,3.0
on,1.79588
изначально,1.721246
уэббер,1.853872
mark,2.39794
хэмилтон,1.481486
picks,2.69897
тиктум,3.0
объявлять,1.468521
thrilling,3.0
уитмарш,3.0
вена,1.60206
подробность,2.09691
week,3.0
мнц,3.0
ред,1.468521
next,2.69897
опровергать,2.39794
фелипе,1.823909
картинг,1.769551
карьера,1.522879
причитаться,1.886057
виктор,2.221849
продолжаться,1.552842
еврокубок,2.69897
контракт,1.552842
лэнс,1.638272
second,2.30103
девятый,2.09691
буллз,1.721246
ласа,2.045757
two,2.39794
эми,2.09691
сложность,1.920819
подтвердить,1.585027
гуаньюй,2.522879
внешний,1.366532
нико,1.537602
разногласие,2.69897
абу,1.481486
чжоу,2.522879
to,1.481486
alejandro,3.0
юка,1.744727
картинговый,1.886057
silverstone,2.69897
daruvala,3.0
тематический,1.60206
uae,3.0
твиттер,1.69897
four,2.69897
crb,3.0
elliot,3.0
роберт,1.958607
becomes,2.69897
рождение,2.154902
булла,1.60206
лауд,1.823909
ресурс,1.420216
новичок,2.045757
перечислять,1.823909
суд,1.920819
ален,1.537602
публикация,2.154902
мех,2.045757
серхио,2.0
барнард,2.522879
япо,1.619789
dramatic,3.0
продром,3.0
ринг,2.09691
хаджар,1.79588
jake,3.0
start,2.30103
картингист,2.69897
палоу,3.0
craig,3.0
ida,2.69897
move,2.522879
предстоящий,2.69897
биография,1.721246
андреас,2.69897
автогонщик,2.30103
бак,1.69897
албон,1.677781
профессиональный,1.958607
подниматься,1.60206
статус,1.508638
гуаньюя,3.0
viaf,1.677781
debut,2.69897
рассматривать,1.69897
алонсо,1.443697
антуан,3.0
dominates,3.0
график,2.522879
тедди,2.522879
